potential_pair,period_days,corr_start_date,corr_end_date,coint_stasn,coint_pval,adf_pval
000001.SS:USB,89,2024-09-17 00:00:00,2025-01-17 00:00:00,True,0.002659971348818655,8.842270210627369e-05
000001.SS:USB,91,2024-09-13 00:00:00,2025-01-17 00:00:00,True,8.518143446610884e-06,0.0002508568400224432
000001.SS:USB,93,2024-09-11 00:00:00,2025-01-17 00:00:00,True,0.00022697571908601223,0.0003092097909945059
000001.SS:V,85,2024-09-23 00:00:00,2025-01-17 00:00:00,True,0.0028885263318331298,9.789077162329022e-05
000001.SS:WM,85,2024-09-23 00:00:00,2025-01-17 00:00:00,True,0.0008157249325191146,8.830762882471571e-05
000001.SS:WOLF,85,2024-09-23 00:00:00,2025-01-17 00:00:00,True,0.001641462797826949,0.00013729394773447909
000001.SS:XAB=F,85,2024-09-23 00:00:00,2025-01-17 00:00:00,True,0.002891446285206789,0.0008595146076836302
000001.SS:XAF=F,85,2024-09-23 00:00:00,2025-01-17 00:00:00,True,0.0029349721654352025,9.351115942409413e-05
000001.SS:XAI=F,85,2024-09-23 00:00:00,2025-01-17 00:00:00,True,0.0007862366940298116,0.00010097048023026288
000001.SS:XAK=F,15,2024-12-30 00:00:00,2025-01-17 00:00:00,True,9.739244001563208e-06,0.0
000001.SS:XAK=F,83,2024-09-25 00:00:00,2025-01-17 00:00:00,True,0.0015116659859475802,0.0005031909781760663
000001.SS:XAK=F,85,2024-09-23 00:00:00,2025-01-17 00:00:00,True,0.0005584264219805557,6.412866198838286e-05
000001.SS:XNCR,85,2024-09-23 00:00:00,2025-01-17 00:00:00,True,0.0008998308176408516,0.00010251785630366123
000001.SS:XNCR,89,2024-09-17 00:00:00,2025-01-17 00:00:00,True,0.0006416136067018675,7.682329471510388e-05
000001.SS:XNCR,91,2024-09-13 00:00:00,2025-01-17 00:00:00,True,0.003815536779201473,0.00024189062740900529
000001.SS:XNCR,93,2024-09-11 00:00:00,2025-01-17 00:00:00,True,0.0029875076286340458,0.0003002747217433082
000001.SS:XOM,85,2024-09-23 00:00:00,2025-01-17 00:00:00,True,0.002383237955402659,0.00017469910601402146
