Symbol,LongName,Groups,Trend,WklyPrdStg,DlyPrdStg,wTop10Coint,dTop10Coint,wTop10Corr,wTop10xCorr,dTop10Corr,dTop10xCorr
GD,General Dynamics Corporation,Military,W:f - D:f,0.0965,0.1940,"[[""AIG"", ""1-F | 0.03183 | 0.60533""], [""XNCR"", ""1-F | 0.05038 | 0.80649""], [""JPYUSD=X"", ""1-F | 0.05404 | 0.73204""], [""INTC"", ""1-F | 0.06613 | 0.85442""], [""GLPG"", ""1-F | 0.07732 | 0.91432""], [""BAX"", ""1-F | 0.07922 | 0.92699""], [""QURE"", ""1-F | 0.08272 | 0.78786""], [""XAE=F"", ""1-F | 0.10570 | 0.55554""], [""VZ"", ""1-F | 0.13558 | 0.82902""], [""LLY"", ""1-F | 0.15511 | 0.99733""], [""XOM"", ""1-F | 0.15903 | 0.31619""]]","[[""JAZZ"", ""1-F | 0.00133 | 0.48765""], [""ADM"", ""1-F | 0.01197 | 0.00850""], [""MDXG"", ""1-F | 0.02747 | 0.22536""], [""AMGN"", ""1-F | 0.05518 | 0.13219""], [""GBPUSD=X"", ""1-F | 0.06241 | 0.41285""], [""HUBS"", ""1-F | 0.06642 | 0.83641""], [""PEP"", ""1-F | 0.06663 | 0.02028""], [""QURE"", ""1-F | 0.07000 | 0.44896""], [""BB"", ""1-F | 0.07036 | 0.19808""], [""CRM"", ""1-F | 0.08103 | 0.85419""], [""XAB=F"", ""1-F | 0.08333 | 0.23168""]]","[[""XAI=F"", 0.59666], [""RTX"", 0.57367], [""^NYA"", 0.55563], [""^DJI"", 0.54381], [""LMT"", 0.53844], [""CAT"", 0.53817], [""BRK-B"", 0.52308], [""TRV"", 0.52235], [""XAF=F"", 0.51958], [""NOC"", 0.50775], [""AIG"", 0.50415]]","[[""FXP"", -0.22347], [""JPYUSD=X"", -0.20851], [""ZM"", -0.13189], [""QURE"", -0.11124], [""GLPG"", -0.08878], [""NEOG"", -0.08639], [""HRTX"", -0.07779], [""ACAD"", -0.07103], [""XNCR"", -0.06568], [""MOMO"", -0.06466], [""EURUSD=X"", -0.05598]]","[[""LMT"", 0.38653], [""GE"", 0.36331], [""LDOS"", 0.35219], [""RTX"", 0.34871], [""XAB=F"", 0.3354], [""MMM"", 0.33359], [""ECL"", 0.32957], [""XAI=F"", 0.32584], [""CB"", 0.31977], [""AIG"", 0.30752], [""XAE=F"", 0.3064]]","[[""FXP"", -0.17337], [""VRSN"", -0.126], [""ACAD"", -0.12561], [""MDB"", -0.11207], [""ANTM.JK"", -0.1068], [""IRWD"", -0.10253], [""SYNA"", -0.09972], [""MDXG"", -0.09786], [""ADBE"", -0.0949], [""IART"", -0.09106], [""HUBS"", -0.09087]]"
GE,GE Aerospace, ,W:f - D:f,0.2174,0.2048,"[[""NVDA"", ""0-T  | ""], [""IBM"", ""1-F | 0.00574 | 0.05639""], [""CLS"", ""1-F | 0.02810 | 0.07388""], [""BKNG"", ""1-F | 0.02854 | 0.98722""], [""JPM"", ""1-F | 0.04288 | 0.00166""], [""META"", ""1-F | 0.05733 | 0.85638""], [""AXON"", ""1-F | 0.05960 | 0.98598""], [""AVGO"", ""1-F | 0.06339 | 0.13667""], [""ALL"", ""1-F | 0.08259 | 0.02461""], [""CAT"", ""1-F | 0.08947 | 0.12151""], [""AXP"", ""1-F | 0.08970 | 0.02981""]]","[[""SYNA"", ""1-F | 0.00072 | 0.17257""], [""BA"", ""1-F | 0.00125 | 0.26111""], [""IRWD"", ""1-F | 0.00137 | 0.10367""], [""IART"", ""1-F | 0.01315 | 0.09404""], [""NNDM"", ""1-F | 0.02467 | 0.09991""], [""CRSP"", ""1-F | 0.03097 | 0.37281""], [""SO"", ""1-F | 0.03229 | 0.04259""], [""DUK"", ""1-F | 0.03550 | 0.03421""], [""XAU=F"", ""1-F | 0.03554 | 0.67873""], [""CNMD"", ""1-F | 0.03633 | 0.00259""], [""SMCI"", ""1-F | 0.04027 | 0.85660""]]","[[""XAI=F"", 0.54428], [""JPM"", 0.51578], [""AIG"", 0.49675], [""CAT"", 0.47763], [""^NYA"", 0.47592], [""XAF=F"", 0.46635], [""EMR"", 0.45343], [""^DJI"", 0.44168], [""RTX"", 0.44028], [""BKNG"", 0.43835], [""IBM"", 0.43072]]","[[""FXP"", -0.18302], [""JPYUSD=X"", -0.15365], [""CCI"", -0.11078], [""XNCR"", -0.07538], [""QURE"", -0.06902], [""ZM"", -0.05134], [""HRTX"", -0.04209], [""MTCH"", -0.04163], [""VZ"", -0.04116], [""EGAN"", -0.03696], [""BAX"", -0.03548]]","[[""XAI=F"", 0.60343], [""CAT"", 0.49268], [""^GSPC"", 0.45141], [""AXP"", 0.43553], [""^NYA"", 0.4339], [""RTX"", 0.43345], [""LDOS"", 0.42851], [""^DJI"", 0.42001], [""XAB=F"", 0.40877], [""ECL"", 0.39222], [""^IXIC"", 0.3881]]","[[""FXP"", -0.26485], [""IART"", -0.19899], [""IRTC"", -0.19597], [""CNMD"", -0.1889], [""EGAN"", -0.17695], [""INTC"", -0.15736], [""NKE"", -0.15398], [""IRWD"", -0.15111], [""EL"", -0.1477], [""CRSP"", -0.14454], [""PACB"", -0.12907]]"
GILD,"Gilead Sciences, Inc.", ,W:f - D:f,0.1070,0.1120,"[[""BAX"", ""1-F | 0.00703 | 0.94744""], [""VZ"", ""1-F | 0.01195 | 0.60917""], [""GE"", ""1-F | 0.01760 | 0.75479""], [""CLS"", ""1-F | 0.01775 | 0.85543""], [""NEOG"", ""1-F | 0.02152 | 0.78841""], [""INTC"", ""1-F | 0.02559 | 0.84391""], [""FSLR"", ""1-F | 0.02641 | 0.43425""], [""JPYUSD=X"", ""1-F | 0.02728 | 0.07705""], [""BKNG"", ""1-F | 0.03011 | 0.98951""], [""MTCH"", ""1-F | 0.03325 | 0.74401""], [""XOM"", ""1-F | 0.03356 | 0.36176""]]","[[""TRV"", ""0-T  | ""], [""NOW"", ""1-F | 0.00046 | 0.85497""], [""BLK"", ""1-F | 0.00089 | 0.82919""], [""MRK"", ""1-F | 0.00094 | 0.95493""], [""VSH"", ""1-F | 0.00149 | 0.90736""], [""IBM"", ""1-F | 0.00152 | 0.09291""], [""XAF=F"", ""1-F | 0.00391 | 0.35794""], [""T"", ""1-F | 0.01083 | 0.55586""], [""AON"", ""1-F | 0.01168 | 0.41697""], [""PYPL"", ""1-F | 0.01494 | 0.00277""], [""META"", ""1-F | 0.01572 | 0.06234""]]","[[""AMGN"", 0.37436], [""IBM"", 0.34785], [""VRTX"", 0.3201], [""MRK"", 0.3118], [""ADP"", 0.30465], [""SYK"", 0.30389], [""LMT"", 0.29823], [""^DJI"", 0.29088], [""AIG"", 0.28751], [""CI"", 0.28229], [""^GSPC"", 0.27289]]","[[""JPYUSD=X"", -0.15554], [""FXP"", -0.12021], [""WOLF"", -0.10899], [""CLSK"", -0.07633], [""MTCH"", -0.07143], [""SEDG"", -0.05641], [""SRCL"", -0.0543], [""EGAN"", -0.03685], [""DIS"", -0.03133], [""CRSP"", -0.02546], [""GBPUSD=X"", -0.01768]]","[[""INCY"", 0.46451], [""BMY"", 0.41762], [""CSCO"", 0.40824], [""ADP"", 0.39329], [""EXEL"", 0.38497], [""T"", 0.38442], [""XAF=F"", 0.3683], [""ZM"", 0.3562], [""AXP"", 0.35448], [""^DJI"", 0.34187], [""AON"", 0.33824]]","[[""LRCX"", -0.29622], [""SMCI"", -0.25847], [""UCTT"", -0.23766], [""FXP"", -0.21424], [""QCOM"", -0.17925], [""AMX"", -0.16109], [""WOLF"", -0.15269], [""HRTX"", -0.14843], [""ALGM"", -0.13908], [""INTC"", -0.13609], [""CLSK"", -0.13303]]"
GLPG,Galapagos NV,T: Long,W:f - D:f,0.2744,-0.0500,"[[""ALGM"", ""1-F | 0.01375 | 0.01574""], [""GD"", ""1-F | 0.08843 | 0.91432""], [""EMR"", ""1-F | 0.09173 | 0.88769""], [""SCHW"", ""1-F | 0.09203 | 0.81051""], [""CI"", ""1-F | 0.11292 | 0.83252""], [""EOG"", ""1-F | 0.12262 | 0.83173""], [""^XAX"", ""1-F | 0.14965 | 0.95952""], [""CVX"", ""1-F | 0.17854 | 0.83527""], [""QURE"", ""1-F | 0.20432 | 0.42090""], [""PSA"", ""1-F | 0.28609 | 0.75368""], [""XAE=F"", ""1-F | 0.28812 | 0.80681""]]","[[""PACB"", ""1-F | 0.02390 | 0.17417""], [""MDB"", ""1-F | 0.03104 | 0.53724""], [""NNDM"", ""1-F | 0.04371 | 0.13858""], [""CSX"", ""1-F | 0.05129 | 0.04377""], [""SYY"", ""1-F | 0.06257 | 0.00828""], [""CNMD"", ""1-F | 0.09090 | 0.00014""], [""TXN"", ""1-F | 0.12111 | 0.36609""], [""FOLD"", ""1-F | 0.12564 | 0.14708""], [""ASND"", ""1-F | 0.13771 | 0.00075""], [""OPK"", ""1-F | 0.13878 | 0.17853""], [""SRCL"", ""1-F | 0.14557 | 0.58243""]]","[[""XNCR"", 0.40991], [""QURE"", 0.39132], [""HRTX"", 0.38248], [""ACAD"", 0.3656], [""BAX"", 0.33893], [""INTC"", 0.30915], [""INCY"", 0.30049], [""MOMO"", 0.27976], [""FOLD"", 0.27962], [""IONS"", 0.27543], [""IART"", 0.27005]]","[[""PEP"", -0.11451], [""LSCC"", -0.11042], [""EOG"", -0.10959], [""ADM"", -0.1067], [""^N225"", -0.10601], [""FSLR"", -0.10466], [""ANTM.JK"", -0.09625], [""CB"", -0.09531], [""ORCL"", -0.09271], [""AMX"", -0.08889], [""GD"", -0.08878]]","[[""ACAD"", 0.39634], [""PACB"", 0.37526], [""IART"", 0.3202], [""CRSP"", 0.31722], [""JAZZ"", 0.3157], [""IRWD"", 0.31148], [""FOLD"", 0.29762], [""MDB"", 0.29168], [""CSX"", 0.28951], [""IRTC"", 0.28567], [""APTV"", 0.28423]]","[[""GC=F"", -0.233], [""WMT"", -0.21392], [""ISRG"", -0.21227], [""SRCL"", -0.18933], [""GOOGL"", -0.1849], [""GOOG"", -0.1802], [""CL"", -0.17553], [""NFLX"", -0.17293], [""NEE"", -0.16812], [""NVDA"", -0.16148], [""000001.SS"", -0.15768]]"
GOOG,Alphabet Inc., ,W:f - D:f,0.2000,0.1072,"[[""GOOGL"", ""1-F | 0.00050 | 0.03955""], [""^GSPC"", ""1-F | 0.00082 | 0.95345""], [""^DJI"", ""1-F | 0.00164 | 0.77686""], [""^NYA"", ""1-F | 0.00419 | 0.71651""], [""EMR"", ""1-F | 0.00488 | 0.84877""], [""MRVL"", ""1-F | 0.01856 | 0.45085""], [""HD"", ""1-F | 0.02096 | 0.04537""], [""XAI=F"", ""1-F | 0.02131 | 0.77559""], [""INTU"", ""1-F | 0.03210 | 0.64109""], [""XAF=F"", ""1-F | 0.03545 | 0.33420""], [""SYK"", ""1-F | 0.04654 | 0.05842""]]","[[""BAX"", ""1-F | 0.00160 | 0.79164""], [""FOLD"", ""1-F | 0.01503 | 0.67805""], [""CSX"", ""1-F | 0.01748 | 0.72117""], [""GOOGL"", ""1-F | 0.03335 | 0.02142""], [""MDLZ"", ""1-F | 0.08076 | 0.82960""], [""PLD"", ""1-F | 0.11611 | 0.81582""], [""SYY"", ""1-F | 0.16442 | 0.70911""], [""TEVA"", ""1-F | 0.24805 | 0.52629""], [""CRSP"", ""1-F | 0.25325 | 0.86238""], [""BIDU"", ""1-F | 0.27778 | 0.89403""], [""NKE"", ""1-F | 0.28749 | 0.81094""]]","[[""GOOGL"", 0.9467], [""^IXIC"", 0.67452], [""XAK=F"", 0.65879], [""MSFT"", 0.6183], [""^GSPC"", 0.61264], [""AAPL"", 0.58992], [""AMZN"", 0.57309], [""ADBE"", 0.55544], [""^DJI"", 0.53931], [""META"", 0.53764], [""INTU"", 0.53758]]","[[""FXP"", -0.36445], [""JPYUSD=X"", -0.22243], [""T"", -0.16131], [""MO"", -0.08602], [""VZ"", -0.08391], [""GRPN"", -0.07942], [""MOMO"", -0.06946], [""NNDM"", -0.05994], [""OPK"", -0.04998], [""BAX"", -0.04261], [""ALKS"", -0.03274]]","[[""GOOGL"", 0.98139], [""AMZN"", 0.49444], [""^IXIC"", 0.48235], [""MSFT"", 0.47867], [""XAK=F"", 0.47287], [""AVGO"", 0.418], [""NVDA"", 0.39369], [""^GSPC"", 0.38378], [""META"", 0.36355], [""HIMX"", 0.33353], [""MRVL"", 0.32897]]","[[""BAX"", -0.28454], [""FXP"", -0.26037], [""MDLZ"", -0.23806], [""CCI"", -0.22117], [""JPYUSD=X"", -0.21036], [""GLPG"", -0.1802], [""AMX"", -0.17059], [""PACB"", -0.16858], [""TMO"", -0.16799], [""SEDG"", -0.16215], [""CSX"", -0.16085]]"
GOOGL,Alphabet Inc., ,W:f - D:f,0.0930,0.1060,"[[""GOOG"", ""1-F | 0.00051 | 0.03955""], [""^GSPC"", ""1-F | 0.00087 | 0.95346""], [""^DJI"", ""1-F | 0.00193 | 0.77690""], [""^NYA"", ""1-F | 0.00457 | 0.71665""], [""EMR"", ""1-F | 0.00536 | 0.84512""], [""MRVL"", ""1-F | 0.01493 | 0.49199""], [""HD"", ""1-F | 0.02169 | 0.04920""], [""XAI=F"", ""1-F | 0.02250 | 0.77742""], [""XAF=F"", ""1-F | 0.03471 | 0.34649""], [""INTU"", ""1-F | 0.03739 | 0.64214""], [""SYK"", ""1-F | 0.05047 | 0.06612""]]","[[""BAX"", ""1-F | 0.00150 | 0.78763""], [""FOLD"", ""1-F | 0.01443 | 0.73042""], [""CSX"", ""1-F | 0.01796 | 0.71483""], [""GOOG"", ""1-F | 0.03313 | 0.02142""], [""MDLZ"", ""1-F | 0.07639 | 0.82596""], [""PLD"", ""1-F | 0.11891 | 0.81063""], [""TEVA"", ""1-F | 0.23560 | 0.51618""], [""CRSP"", ""1-F | 0.25105 | 0.85967""], [""BIDU"", ""1-F | 0.27114 | 0.89439""], [""CI"", ""1-F | 0.28094 | 0.92629""], [""SYY"", ""1-F | 0.28185 | 0.70188""]]","[[""GOOG"", 0.9467], [""^IXIC"", 0.66069], [""XAK=F"", 0.63001], [""^GSPC"", 0.59231], [""MSFT"", 0.59002], [""AAPL"", 0.57742], [""AMZN"", 0.57364], [""META"", 0.53873], [""ADBE"", 0.5327], [""^DJI"", 0.52619], [""INTU"", 0.52348]]","[[""FXP"", -0.34941], [""JPYUSD=X"", -0.20256], [""T"", -0.18461], [""VZ"", -0.11491], [""MO"", -0.08377], [""BAX"", -0.07984], [""GRPN"", -0.07309], [""MOMO"", -0.07097], [""GLPG"", -0.06138], [""OPK"", -0.05156], [""NNDM"", -0.04192]]","[[""GOOG"", 0.98139], [""AMZN"", 0.48963], [""^IXIC"", 0.48885], [""MSFT"", 0.48589], [""XAK=F"", 0.47974], [""AVGO"", 0.41343], [""^GSPC"", 0.39023], [""NVDA"", 0.38782], [""META"", 0.38336], [""MRVL"", 0.33586], [""HIMX"", 0.32872]]","[[""BAX"", -0.29007], [""FXP"", -0.26641], [""MDLZ"", -0.23125], [""CCI"", -0.2273], [""JPYUSD=X"", -0.21076], [""AMX"", -0.18934], [""GLPG"", -0.1849], [""PACB"", -0.17359], [""CSX"", -0.16643], [""TMO"", -0.16219], [""SEDG"", -0.15511]]"
GRPN,"Groupon, Inc.",,W:f - D:f,0.2035,0.1036,"[[""BFH"", ""1-F | 0.00368 | 0.01397""], [""PEP"", ""1-F | 0.01874 | 0.72968""], [""MDLZ"", ""1-F | 0.02974 | 0.75413""], [""PG"", ""1-F | 0.03035 | 0.81141""], [""MCD"", ""1-F | 0.03508 | 0.80577""], [""APD"", ""1-F | 0.03714 | 0.56140""], [""QLYS"", ""1-F | 0.04558 | 0.59998""], [""TMO"", ""1-F | 0.04814 | 0.54175""], [""SO"", ""1-F | 0.05452 | 0.81600""], [""KO"", ""1-F | 0.06014 | 0.76000""], [""PLD"", ""1-F | 0.06668 | 0.65718""]]","[[""ALL"", ""1-F | 0.00881 | 0.59569""], [""CAT"", ""1-F | 0.01953 | 0.13233""], [""XAI=F"", ""1-F | 0.02386 | 0.33323""], [""BA"", ""1-F | 0.03672 | 0.23739""], [""^XAX"", ""1-F | 0.03679 | 0.25809""], [""ALGM"", ""1-F | 0.03939 | 0.02474""], [""GC=F"", ""1-F | 0.03969 | 0.55822""], [""RTX"", ""1-F | 0.04023 | 0.54084""], [""^NYA"", ""1-F | 0.04397 | 0.24575""], [""LOW"", ""1-F | 0.05151 | 0.54537""], [""PNC"", ""1-F | 0.05655 | 0.81364""]]","[[""HRTX"", 0.39674], [""BFH"", 0.38326], [""MMM"", 0.33167], [""LIVN"", 0.33011], [""AAOI"", 0.31411], [""BA"", 0.30269], [""MOMO"", 0.30096], [""T"", 0.2991], [""CLSK"", 0.2975], [""BIDU"", 0.29111], [""FXI"", 0.28175]]","[[""PG"", -0.25079], [""PEP"", -0.25063], [""NEE"", -0.1878], [""MDLZ"", -0.18641], [""GC=F"", -0.18136], [""SO"", -0.17781], [""UNH"", -0.17519], [""WMT"", -0.14752], [""AON"", -0.14303], [""VRTX"", -0.14211], [""XAU=F"", -0.14109]]","[[""SMCI"", 0.37644], [""VSH"", 0.32632], [""UCTT"", 0.31242], [""CRSP"", 0.30754], [""IRWD"", 0.30753], [""ALGM"", 0.30326], [""SYNA"", 0.30154], [""BA"", 0.30069], [""CLSK"", 0.28016], [""NEOG"", 0.2786], [""NNDM"", 0.27187]]","[[""T"", -0.20195], [""LMT"", -0.18418], [""AON"", -0.17317], [""SO"", -0.16223], [""ALL"", -0.1606], [""CSCO"", -0.14123], [""WMT"", -0.13376], [""VZ"", -0.13088], [""OPK"", -0.124], [""SRCL"", -0.12138], [""GC=F"", -0.12035]]"
HAE,Haemonetics Corporation,T:Long-11/08,W:f - D:f,0.2430,0.1060,"[[""HIMX"", ""1-F | 0.01401 | 0.13206""], [""CLDX"", ""1-F | 0.01409 | 0.23176""], [""AMX"", ""1-F | 0.03353 | 0.11907""], [""SRPT"", ""1-F | 0.05220 | 0.00148""], [""SCHW"", ""1-F | 0.05279 | 0.42074""], [""000001.SS"", ""1-F | 0.05376 | 0.08778""], [""MDB"", ""1-F | 0.05377 | 0.38395""], [""BCRX"", ""1-F | 0.07057 | 0.13286""], [""PSA"", ""1-F | 0.07201 | 0.46910""], [""IONS"", ""1-F | 0.07433 | 0.02360""], [""MDRX"", ""1-F | 0.07475 | 0.13237""]]","[[""CVX"", ""0-T  | ""], [""MCD"", ""1-F | 0.02040 | 0.67494""], [""SBUX"", ""1-F | 0.02124 | 0.31870""], [""ABT"", ""1-F | 0.02721 | 0.19907""], [""ACN"", ""1-F | 0.02755 | 0.63389""], [""MTCH"", ""1-F | 0.02920 | 0.29364""], [""XAE=F"", ""1-F | 0.03530 | 0.01069""], [""ALKS"", ""1-F | 0.04337 | 0.34409""], [""JPYUSD=X"", ""1-F | 0.05241 | 0.10816""], [""QCOM"", ""1-F | 0.06480 | 0.14793""], [""PLD"", ""1-F | 0.06855 | 0.66312""]]","[[""SRPT"", 0.33685], [""XNCR"", 0.33104], [""EXAS"", 0.31528], [""PTCT"", 0.31122], [""NBIX"", 0.30466], [""QURE"", 0.30225], [""SYK"", 0.26544], [""NEO"", 0.25776], [""VRSN"", 0.25477], [""IART"", 0.25384], [""MDT"", 0.25361]]","[[""SRCL"", -0.09841], [""000001.SS"", -0.09515], [""CLDX"", -0.09264], [""HIMX"", -0.08459], [""NNDM"", -0.0821], [""FXP"", -0.0757], [""BCRX"", -0.07133], [""ALKS"", -0.06871], [""AMX"", -0.05651], [""DUK"", -0.05227], [""MO"", -0.05166]]","[[""VSH"", 0.30535], [""MEDP"", 0.24696], [""CVX"", 0.23665], [""ADM"", 0.23143], [""MDXG"", 0.22184], [""NBIX"", 0.21439], [""LIVN"", 0.20971], [""CLSK"", 0.202], [""SCHW"", 0.20118], [""WOLF"", 0.19782], [""XAE=F"", 0.19553]]","[[""MTCH"", -0.13176], [""MDT"", -0.11099], [""ALKS"", -0.10963], [""EXAS"", -0.10733], [""GBPUSD=X"", -0.10305], [""MOMO"", -0.10106], [""ACN"", -0.09536], [""NFLX"", -0.09376], [""JPYUSD=X"", -0.09147], [""JNJ"", -0.09056], [""EURUSD=X"", -0.08943]]"
HD,"The Home Depot, Inc.", ,W:f - D:f,0.1930,0.1024,"[[""AAPL"", ""0-T  | ""], [""ACN"", ""0-T  | ""], [""SPGI"", ""1-F | 0.00014 | 0.20661""], [""QCOM"", ""1-F | 0.00062 | 0.18527""], [""INTU"", ""1-F | 0.00148 | 0.74145""], [""TXN"", ""1-F | 0.00496 | 0.37421""], [""GOOG"", ""1-F | 0.00647 | 0.04537""], [""GOOGL"", ""1-F | 0.00663 | 0.04920""], [""TSLA"", ""1-F | 0.01006 | 0.23465""], [""^IXIC"", ""1-F | 0.01069 | 0.95658""], [""HUBS"", ""1-F | 0.01174 | 0.47978""]]","[[""MRK"", ""1-F | 0.00523 | 0.79976""], [""VSH"", ""1-F | 0.00953 | 0.68621""], [""IBM"", ""1-F | 0.01461 | 0.01513""], [""AON"", ""1-F | 0.01500 | 0.01132""], [""TRV"", ""1-F | 0.01806 | 0.06746""], [""GILD"", ""1-F | 0.03761 | 0.30037""], [""MA"", ""1-F | 0.04724 | 0.00844""], [""MOMO"", ""1-F | 0.06172 | 0.61647""], [""HRTX"", ""1-F | 0.07618 | 0.64114""], [""SYK"", ""1-F | 0.09967 | 0.09281""], [""META"", ""1-F | 0.12436 | 0.02207""]]","[[""LOW"", 0.73657], [""^DJI"", 0.58466], [""XAI=F"", 0.56944], [""^GSPC"", 0.56027], [""ITW"", 0.53666], [""ADP"", 0.52981], [""ACN"", 0.52446], [""BLK"", 0.5242], [""SPGI"", 0.52004], [""^NYA"", 0.51906], [""XAB=F"", 0.51381]]","[[""FXP"", -0.3538], [""JPYUSD=X"", -0.15295], [""MOMO"", -0.1437], [""IRWD"", -0.07698], [""NNDM"", -0.07158], [""YY"", -0.06071], [""T"", -0.05279], [""HRTX"", -0.05121], [""QURE"", -0.05014], [""IONS"", -0.04814], [""GRPN"", -0.04779]]","[[""LOW"", 0.68739], [""^DJI"", 0.5422], [""IBM"", 0.48108], [""XAI=F"", 0.4804], [""PSA"", 0.47125], [""^GSPC"", 0.46436], [""ITW"", 0.44809], [""^NYA"", 0.4445], [""BLK"", 0.43971], [""ADP"", 0.43398], [""AON"", 0.42318]]","[[""FXP"", -0.27053], [""HRTX"", -0.21034], [""MRK"", -0.14216], [""NBIX"", -0.10813], [""CLDX"", -0.08901], [""IART"", -0.08551], [""APTV"", -0.08516], [""ALGM"", -0.08082], [""EGAN"", -0.07814], [""EURUSD=X"", -0.07669], [""IONS"", -0.07398]]"
HIMX,"Himax Technologies, Inc.",,W:f - D:f,0.1070,0.0344,"[[""SRPT"", ""1-F | 0.01459 | 0.01904""], [""000001.SS"", ""1-F | 0.01714 | 0.06532""], [""SRCL"", ""1-F | 0.04754 | 0.01978""], [""IONS"", ""1-F | 0.06237 | 0.25709""], [""MDRX"", ""1-F | 0.06573 | 0.02011""], [""CLDX"", ""1-F | 0.06842 | 0.24882""], [""BCRX"", ""1-F | 0.09749 | 0.02369""], [""PNC"", ""1-F | 0.12540 | 0.23837""], [""HAE"", ""1-F | 0.15441 | 0.13206""], [""ANTM.JK"", ""1-F | 0.15525 | 0.52399""], [""APTV"", ""1-F | 0.15921 | 0.37750""]]","[[""MSFT"", ""1-F | 0.02067 | 0.01859""], [""BAX"", ""1-F | 0.05450 | 0.91034""], [""MDLZ"", ""1-F | 0.10939 | 0.94260""], [""CMCSA"", ""1-F | 0.13030 | 0.46497""], [""CI"", ""1-F | 0.19498 | 0.65937""], [""TEVA"", ""1-F | 0.19502 | 0.29623""], [""NVCR"", ""1-F | 0.20055 | 0.58263""], [""EXAS"", ""1-F | 0.20334 | 0.31039""], [""CSX"", ""1-F | 0.21132 | 0.59763""], [""JNJ"", ""1-F | 0.21571 | 0.68692""], [""MDB"", ""1-F | 0.23111 | 0.55215""]]","[[""SYNA"", 0.40359], [""APTV"", 0.40195], [""UCTT"", 0.34491], [""MDRX"", 0.34204], [""TRMB"", 0.33695], [""BB"", 0.33617], [""VSH"", 0.32934], [""^NYA"", 0.30881], [""PACB"", 0.30622], [""000001.SS"", 0.30563], [""^IXIC"", 0.30345]]","[[""FXP"", -0.20715], [""HAE"", -0.08459], [""SRPT"", -0.07726], [""IONS"", -0.06067], [""MRK"", -0.05199], [""NBIX"", -0.02753], [""GLPG"", -0.02255], [""QURE"", -0.01578], [""PG"", -0.0109], [""WMT"", 0.01791], [""VRTX"", 0.0192]]","[[""XAK=F"", 0.37634], [""TXN"", 0.3683], [""GOOG"", 0.33353], [""GOOGL"", 0.32872], [""^IXIC"", 0.30928], [""AMZN"", 0.30344], [""MSFT"", 0.2995], [""AVGO"", 0.29395], [""^GSPC"", 0.29021], [""QCOM"", 0.28723], [""LRCX"", 0.27668]]","[[""FXP"", -0.26662], [""NOC"", -0.19293], [""JPYUSD=X"", -0.18887], [""EURUSD=X"", -0.16463], [""MDLZ"", -0.12161], [""JNJ"", -0.11354], [""ALL"", -0.11036], [""CMCSA"", -0.09944], [""BAX"", -0.09756], [""MDB"", -0.09196], [""GLPG"", -0.08788]]"
HON,Honeywell International Inc., ,W:f - D:f,0.0430,0.0416,"[[""TXN"", ""0-T  | ""], [""HUBS"", ""1-F | 0.00380 | 0.64517""], [""FXP"", ""1-F | 0.00641 | 0.28032""], [""DHR"", ""1-F | 0.01739 | 0.34168""], [""UCTT"", ""1-F | 0.01986 | 0.05859""], [""ABT"", ""1-F | 0.02084 | 0.00939""], [""TSLA"", ""1-F | 0.02218 | 0.77294""], [""ACN"", ""1-F | 0.02938 | 0.44880""], [""QCOM"", ""1-F | 0.03057 | 0.05706""], [""HD"", ""1-F | 0.03219 | 0.51126""], [""MOMO"", ""1-F | 0.03695 | 0.47180""]]","[[""CNC"", ""1-F | 0.00008 | 0.57645""], [""BKNG"", ""1-F | 0.00062 | 0.89151""], [""CLDX"", ""1-F | 0.00285 | 0.60537""], [""NFLX"", ""1-F | 0.00358 | 0.72480""], [""CLS"", ""1-F | 0.00388 | 0.22101""], [""XAK=F"", ""1-F | 0.00427 | 0.19332""], [""BAC"", ""1-F | 0.01465 | 0.13935""], [""AMX"", ""1-F | 0.01770 | 0.49228""], [""TSLA"", ""1-F | 0.01940 | 0.94087""], [""INCY"", ""1-F | 0.01985 | 0.01462""], [""^IXIC"", ""1-F | 0.02005 | 0.59182""]]","[[""XAI=F"", 0.6407], [""ITW"", 0.60634], [""^DJI"", 0.59457], [""XAF=F"", 0.56915], [""^NYA"", 0.56547], [""XAB=F"", 0.56544], [""BLK"", 0.56263], [""ADP"", 0.54557], [""^GSPC"", 0.5386], [""CSX"", 0.53187], [""EMR"", 0.52766]]","[[""FXP"", -0.32277], [""JPYUSD=X"", -0.13252], [""HRTX"", -0.06246], [""MOMO"", -0.0604], [""NNDM"", -0.05249], [""ALKS"", -0.03765], [""IONS"", -0.03078], [""CLSK"", -0.02929], [""OPK"", -0.02792], [""GRPN"", -0.02503], [""TEVA"", -0.0117]]","[[""^DJI"", 0.44692], [""XAI=F"", 0.43362], [""BLK"", 0.42692], [""^NYA"", 0.42166], [""^GSPC"", 0.41328], [""AXP"", 0.40178], [""MRVL"", 0.39953], [""MMM"", 0.39576], [""ERIC"", 0.38993], [""XAF=F"", 0.37657], [""PNC"", 0.37439]]","[[""FXP"", -0.24304], [""CLDX"", -0.12256], [""APTV"", -0.1195], [""HRTX"", -0.11079], [""MRK"", -0.10844], [""EURUSD=X"", -0.10673], [""AMX"", -0.10039], [""SEDG"", -0.09636], [""ANTM.JK"", -0.0901], [""BAX"", -0.08737], [""CI"", -0.08619]]"
